"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"222119_s_at","222119_s_at","AL117620","FBXO11","80204","F-box protein 11",-0.167958195865772,7.28086658889406,-0.457238929599505,0.664712471613866,0.955885240375849,-4.64751632073384
"203269_at","203269_at","NM_003580","NSMAF","8439","neutral sphingomyelinase activation associated factor",-0.17748883374365,8.04956823826463,-0.457111419969496,0.664798700685597,0.955885240375849,-4.64752441140083
"203011_at","203011_at","NM_005536","IMPA1","3612","inositol monophosphatase 1",-0.168931239791482,8.52281956257126,-0.45708267186518,0.664818142534463,0.955885240375849,-4.64752623523927
"203860_at","203860_at","NM_000282","PCCA","5095","propionyl-CoA carboxylase subunit alpha",-0.16998245179763,6.47652631240281,-0.457037874586872,0.66484843874249,0.955885240375849,-4.64752907707236
"214730_s_at","214730_s_at","AK025457","GLG1","2734","golgi glycoprotein 1",-0.171736438258307,8.79983393561581,-0.456729294143005,0.665057149526466,0.955885240375849,-4.6475486461387
"217216_x_at","217216_x_at","AC006530","MLH3","27030","mutL homolog 3",-0.171753743254904,7.113998980594,-0.456634216638552,0.665121462673786,0.955885240375849,-4.64755467330954
"213782_s_at","213782_s_at","BF939176","MYOZ2","51778","myozenin 2",0.187771958142847,10.8029132747255,0.45658795510073,0.665152756450637,0.955885240375849,-4.64755760553697
"210663_s_at","210663_s_at","BC000879","KYNU","8942","kynureninase",0.421052233460153,4.65479410465158,0.456403936178935,0.665277244121386,0.955885240375849,-4.64756926679261
"204167_at","204167_at","NM_000060","BTD","686","biotinidase",0.497482418801007,4.11585683107529,0.45635563903881,0.665309918808827,0.955885240375849,-4.64757232670245
"203285_s_at","203285_s_at","NM_012262","HS2ST1","9653","heparan sulfate 2-O-sulfotransferase 1",0.254467668812569,4.51987739811247,0.456277804537934,0.665362578265738,0.955885240375849,-4.6475772573894
"203947_at","203947_at","NM_001326","CSTF3","1479","cleavage stimulation factor subunit 3",0.234195645023153,7.97492730865069,0.456249790855064,0.665381531632109,0.955885240375849,-4.64757903183181
"200996_at","200996_at","NM_005721","ACTR3","10096","actin related protein 3",0.190667475623734,6.8689606736947,0.456164853541036,0.665438999805036,0.955885240375849,-4.64758441135404
"212542_s_at","212542_s_at","BF224151","PHIP","55023","pleckstrin homology domain interacting protein",0.171490899893204,7.51210233715298,0.456153039372063,0.66544699341469,0.955885240375849,-4.6475851595382
"204665_at","204665_at","NM_025073","SIKE1","80143","suppressor of IKBKE 1",0.201531806732214,5.9649536150083,0.455959822924181,0.665577732947957,0.955885240375849,-4.647597393439
"221571_at","221571_at","AI721219","TRAF3","7187","TNF receptor associated factor 3",0.263640688041519,5.19124697147147,0.455889914709192,0.665625039430815,0.955885240375849,-4.64760181871778
"202794_at","202794_at","NM_002194","INPP1","3628","inositol polyphosphate-1-phosphatase",0.161463585096395,7.74573235850375,0.455885298103799,0.665628163521176,0.955885240375849,-4.64760211093409
"213302_at","213302_at","AL044326","PFAS","5198","phosphoribosylformylglycinamidine synthase",-0.183279651161889,4.90263388190496,-0.455874230021158,0.665635653403426,0.955885240375849,-4.64760281149778
"208981_at","208981_at","AA702701","PECAM1","5175","platelet and endothelial cell adhesion molecule 1",-0.166385173781537,7.45531170888555,-0.455842247972903,0.665657296216799,0.955885240375849,-4.64760483574598
"219109_at","219109_at","NM_024532","SPAG16","79582","sperm associated antigen 16",-0.160464950465207,6.43295986061694,-0.455813479837257,0.665676764425464,0.955885240375849,-4.64760665647016
"202352_s_at","202352_s_at","AI446530","PSMD12","5718","proteasome 26S subunit, non-ATPase 12",-0.226307725176464,8.22067008875559,-0.455790160855746,0.665692545250768,0.955885240375849,-4.64760813224649
"201560_at","201560_at","NM_013943","CLIC4","25932","chloride intracellular channel 4",-0.19102276301415,6.82625426054488,-0.455756064450368,0.665715619904276,0.955885240375849,-4.64761028997044
"206346_at","206346_at","NM_000949","PRLR","5618","prolactin receptor",0.28302836713511,4.03342277801358,0.455660623149324,0.665780211722996,0.955885240375849,-4.64761632904253
"205723_at","205723_at","NM_001842","CNTFR","1271","ciliary neurotrophic factor receptor",-0.205469655539713,5.78227305856337,-0.45565140249775,0.665786452153402,0.955885240375849,-4.64761691242356
"221733_s_at","221733_s_at","BE546897","GPATCH4","54865","G-patch domain containing 4",0.219987446268727,7.07137352393736,0.455562318971516,0.665846744388891,0.955885240375849,-4.64762254811928
"201764_at","201764_at","NM_024056","TMEM106C","79022","transmembrane protein 106C",0.166208753822614,5.53692330029735,0.455547421737203,0.665856827192947,0.955885240375849,-4.64762349047068
"207389_at","207389_at","NM_000173","GP1BA","2811","glycoprotein Ib platelet subunit alpha",0.189788165480834,8.20279503880557,0.455538081422278,0.665863148980883,0.955885240375849,-4.64762408129553
"203714_s_at","203714_s_at","NM_003193","TBCE","6905","tubulin folding cofactor E",-0.161958113272156,8.63798935171908,-0.455187620548827,0.66610037285071,0.955885240375849,-4.64764624223958
"220723_s_at","220723_s_at","NM_025087","CWH43","80157","cell wall biogenesis 43 C-terminal homolog",-0.496409167786123,4.38580814244704,-0.455116315116991,0.666148644135155,0.955885240375849,-4.64765074933915
"220747_at","220747_at","NM_014162","LINC00652","29075","long intergenic non-protein coding RNA 652",-0.280649135595525,4.84938609222248,-0.454959729798838,0.666254653169363,0.955885240375849,-4.64766064469502
"215679_at","215679_at","AL109706","AL109706","",NA,-0.284557293187316,5.29376709865538,-0.454940399150732,0.666267740709013,0.955885240375849,-4.64766186608425
"205463_s_at","205463_s_at","NM_002607","PDGFA","5154","platelet derived growth factor subunit A",0.196882894416078,6.77924645209526,0.454932223668438,0.666273275842085,0.955885240375849,-4.64766238263107
"205264_at","205264_at","NM_012099","CD3EAP","10849",NA,0.21161983217584,7.5195834635458,0.454910272530833,0.666288137768246,0.955885240375849,-4.64766376951744
"217590_s_at","217590_s_at","AA502609","TRPA1","8989","transient receptor potential cation channel subfamily A member 1",0.25891524499842,5.62490494946431,0.454903837842381,0.666292494379198,0.955885240375849,-4.64766417605403
"221516_s_at","221516_s_at","BC002587","MIEF1","54471","mitochondrial elongation factor 1",0.207260407760129,8.22919127570848,0.454865864976511,0.666318204233515,0.955885240375849,-4.64766657503682
"219212_at","219212_at","NM_016299","HSPA14","51182","heat shock protein family A (Hsp70) member 14",-0.203897179389406,7.76513814069008,-0.454849074724314,0.666329572378628,0.955885240375849,-4.64766763572648
"204113_at","204113_at","NM_006560","CELF1","10658","CUGBP Elav-like family member 1",-0.364461913607211,5.52376900181193,-0.454717886711625,0.666418399002314,0.955885240375849,-4.64767592209186
"221527_s_at","221527_s_at","AF196185","PARD3","56288","par-3 family cell polarity regulator",0.1622443452087,7.94799399424874,0.454707518924078,0.666425419226489,0.955885240375849,-4.64767657687497
"209310_s_at","209310_s_at","U25804","CASP4","837","caspase 4",0.256783610182087,6.02417957322445,0.454705976829693,0.666426463410848,0.955885240375849,-4.64767667426565
"208255_s_at","208255_s_at","NM_012181","FKBP8","23770","FKBP prolyl isomerase 8",-0.22464235354176,7.08056354352614,-0.454701322747386,0.666429614792361,0.955885240375849,-4.64767696819161
"206855_s_at","206855_s_at","NM_003773","HYAL2","8692","hyaluronidase 2",-0.187023926629992,5.92444796833302,-0.454541505644083,0.666537835068131,0.955885240375849,-4.64768705977017
"201149_s_at","201149_s_at","U67195","TIMP3","7078","TIMP metallopeptidase inhibitor 3",0.186107947193285,6.10833852176997,0.454481463643246,0.666578494865285,0.955885240375849,-4.64769085030097
"221643_s_at","221643_s_at","AF016005","RERE","473","arginine-glutamic acid dipeptide repeats",-0.175839264122186,4.28058738304393,-0.454451124302368,0.666599040820294,0.955885240375849,-4.64769276549865
"203536_s_at","203536_s_at","NM_004804","CIAO1","9391","cytosolic iron-sulfur assembly component 1",0.21089467175663,5.1055408473112,0.454389276096637,0.666640925735209,0.955885240375849,-4.64769666937819
"212079_s_at","212079_s_at","AA715041","KMT2A","4297","lysine methyltransferase 2A",0.162305105166071,6.66783053429269,0.454335442279795,0.666677384225492,0.955885240375849,-4.64770006701211
"202590_s_at","202590_s_at","AL574319","PDK2","5164","pyruvate dehydrogenase kinase 2",-0.182780039034229,8.09208687975826,-0.453876617501009,0.666988160498326,0.955885240375849,-4.64772901083734
"213282_at","213282_at","BE501952","APOOL","139322","apolipoprotein O like",-0.181000417948202,8.0900667592216,-0.453862631286392,0.666997634951876,0.955885240375849,-4.64772989272504
"221165_s_at","221165_s_at","NM_020525","IL22","50616","interleukin 22",0.259484122472828,6.61782050387488,0.453831942258625,0.667018424359681,0.955885240375849,-4.64773182771048
"212093_s_at","212093_s_at","AI695017","MTUS1","57509","microtubule associated scaffold protein 1",0.182919204777568,7.44907314662078,0.45380043645955,0.667039767408391,0.955885240375849,-4.64773381407652
"206455_s_at","206455_s_at","NM_000539","RHO","6010","rhodopsin",0.357505846120304,5.75344121575834,0.453759958997293,0.667067188661489,0.955885240375849,-4.64773636590926
"212741_at","212741_at","AA923354","MAOA","4128","monoamine oxidase A",0.357912243174633,8.09204859501617,0.45355694779429,0.667204726216206,0.955885240375849,-4.64774916142904
"220619_at","220619_at","NM_017783","CHD7","55636","chromodomain helicase DNA binding protein 7",0.199198525216731,3.32555681542849,0.453451396503802,0.667276241587027,0.955885240375849,-4.64775581222206
"206542_s_at","206542_s_at","AV725365","SMARCA2","6595","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",-0.222073018508461,7.88847377370172,-0.453440024893496,0.667283946556215,0.955885240375849,-4.64775652866782
"221129_at","221129_at","NM_014318","FAM215A","23591","family with sequence similarity 215 member A",0.226169789059122,3.59720515478995,0.453422529737764,0.667295800694306,0.955885240375849,-4.64775763088501
"205258_at","205258_at","NM_002193","INHBB","3625","inhibin subunit beta B",0.357876018379135,6.21894827785569,0.453287567376644,0.667387250313712,0.955885240375849,-4.64776613244718
"204916_at","204916_at","NM_005855","RAMP1","10267","receptor activity modifying protein 1",-0.17527318684879,7.57867163173508,-0.453286677719306,0.667387853160852,0.955885240375849,-4.64776618848129
"213052_at","213052_at","BF246917","PRKAR2A","5576","protein kinase cAMP-dependent type II regulatory subunit alpha",-0.185724431294689,9.22155675314995,-0.453186700375182,0.667455601292551,0.955885240375849,-4.6477724848384
"212860_at","212860_at","BG168720","ZDHHC18","84243","zinc finger DHHC-type palmitoyltransferase 18",0.180293273063427,6.0466798551814,0.453118642805933,0.667501721469304,0.955885240375849,-4.64777677026819
"217930_s_at","217930_s_at","NM_019009","TOLLIP","54472","toll interacting protein",0.176268292530422,6.88566274476027,0.452752007203077,0.667750205101538,0.955885240375849,-4.6477998468734
"213907_at","213907_at","N32257","EEF1E1","9521","eukaryotic translation elongation factor 1 epsilon 1",0.254370551315938,6.25406974956688,0.452742924865712,0.667756361160803,0.955885240375849,-4.64780041832398
"213701_at","213701_at","AW299245","C12orf29","91298","chromosome 12 open reading frame 29",-0.168526609060452,6.56510528745439,-0.452639472304538,0.66782648391875,0.955885240375849,-4.64780692674262
"202795_x_at","202795_x_at","NM_007032","TRIOBP","11078","TRIO and F-actin binding protein",0.159513912421226,7.85470684204799,0.45259301434221,0.667857975513531,0.955885240375849,-4.6478098490912
"219342_at","219342_at","NM_022900","CASD1","64921","CAS1 domain containing 1",-0.165072563094323,7.49997128390188,-0.452510823643073,0.667913690438293,0.955885240375849,-4.64781501850142
"207992_s_at","207992_s_at","NM_000480","AMPD3","272","adenosine monophosphate deaminase 3",0.168364531803419,7.58367391171503,0.452499469986016,0.667921386970629,0.955885240375849,-4.64781573252928
"213607_x_at","213607_x_at","BE551347","NADK","65220","NAD kinase",0.196910755482256,6.02054996145287,0.452414794743579,0.667978788901872,0.955885240375849,-4.64782105723807
"219907_at","219907_at","NM_006653","FRS3","10817","fibroblast growth factor receptor substrate 3",0.176039182906953,6.55739418401816,0.452406353442275,0.667984511455358,0.955885240375849,-4.64782158801257
"209559_at","209559_at","AB013384","HIP1R","9026","huntingtin interacting protein 1 related",-0.234048816090909,4.82354042005636,-0.452058380219378,0.668220432178409,0.955885240375849,-4.64784346049275
"204174_at","204174_at","NM_001629","ALOX5AP","241","arachidonate 5-lipoxygenase activating protein",0.191330203840047,6.61834412477061,0.452040693791449,0.668232424443536,0.955885240375849,-4.64784457181491
"218981_at","218981_at","NM_020186","ACN9","57001",NA,-0.167996433785255,5.80207562381008,-0.451982337763772,0.668271993464282,0.955885240375849,-4.64784823833334
"214715_x_at","214715_x_at","AK024789","ZNF160","90338","zinc finger protein 160",0.257683744709645,9.0691752023001,0.451890353287118,0.668334367077429,0.955885240375849,-4.64785401689853
"214941_s_at","214941_s_at","AA675900","PRPF40A","55660","pre-mRNA processing factor 40 homolog A",0.185435292361023,7.71292611277643,0.451858695678139,0.668355834419136,0.955885240375849,-4.64785600542801
"201277_s_at","201277_s_at","NM_004499","HNRNPAB","3182","heterogeneous nuclear ribonucleoprotein A/B",-0.23113599143275,7.84148343442722,-0.451786673196885,0.668404674886009,0.955885240375849,-4.64786052897142
"208148_at","208148_at","NM_017533","MYH4","4622","myosin heavy chain 4",0.167634468369023,9.06451916323097,0.451622872038132,0.668515759780349,0.955885240375849,-4.64787081456318
"209527_at","209527_at","BC000747","EXOSC2","23404","exosome component 2",-0.308169369297933,6.25290089806187,-0.451500368753938,0.668598843838532,0.955885240375849,-4.64787850481521
"210294_at","210294_at","AF067286","TAPBP","6892","TAP binding protein",0.291647953499946,4.09583248906782,0.451479175007459,0.668613218370995,0.955885240375849,-4.64787983508766
"218447_at","218447_at","NM_020188","CMC2","56942","C-X9-C motif containing 2",-0.165468371906279,8.78314119349725,-0.451341909082872,0.668706321955004,0.955885240375849,-4.64788844957508
"222360_at","222360_at","AI291720","DPH5","51611","diphthamide biosynthesis 5",0.165177070894152,5.72354529953566,0.451323157120704,0.66871904138853,0.955885240375849,-4.6478896262277
"221746_at","221746_at","BE543027","UBL4A","8266","ubiquitin like 4A",0.160282146714449,7.44506565023357,0.451249762515592,0.668768826038789,0.955885240375849,-4.64789423120188
"208690_s_at","208690_s_at","BC000915","PDLIM1","9124","PDZ and LIM domain 1",-0.159047886322123,10.8991363501359,-0.451218741249852,0.668789868787717,0.955885240375849,-4.64789617736373
"202473_x_at","202473_x_at","AA703045","HCFC1","3054","host cell factor C1",0.216751036289346,3.84404029778105,0.451182848590906,0.668814216381558,0.955885240375849,-4.64789842899422
"202440_s_at","202440_s_at","NM_005418","ST5","6764",NA,-0.222187342231708,6.86283111945674,-0.451115606615215,0.668859830824293,0.955885240375849,-4.64790264682215
"205498_at","205498_at","NM_000163","GHR","2690","growth hormone receptor",-0.189682372214586,9.90772197261997,-0.451080388109268,0.668883722370227,0.955885240375849,-4.64790485572443
"219562_at","219562_at","NM_014353","RAB26","25837","RAB26, member RAS oncogene family",-0.208063940435058,5.78345209950577,-0.451065026917007,0.668894143237965,0.955885240375849,-4.64790581913046
"210264_at","210264_at","AF089087","GPR35","2859","G protein-coupled receptor 35",0.162061126600306,6.66536203993715,0.450959162328382,0.668965962870285,0.955885240375849,-4.64791245785238
"202674_s_at","202674_s_at","NM_005358","LMO7","4008","LIM domain 7",0.199929947893896,5.99713711895861,0.450921905599657,0.668991239148338,0.955885240375849,-4.64791479388363
"220208_at","220208_at","NM_017587","ADAMTS13","11093","ADAM metallopeptidase with thrombospondin type 1 motif 13",-0.164936320360336,5.75404162952869,-0.450876874262869,0.669021790639238,0.955885240375849,-4.64791761716628
"202394_s_at","202394_s_at","NM_018358","ABCF3","55324","ATP binding cassette subfamily F member 3",0.181144743612355,7.26074295191837,0.450841792882637,0.669045592075361,0.955885240375849,-4.64791981645724
"201399_s_at","201399_s_at","NM_014294","TRAM1","23471","translocation associated membrane protein 1",0.163671223675481,6.52995569554174,0.450829057404286,0.669054232738552,0.955885240375849,-4.64792061482186
"219933_at","219933_at","NM_016066","GLRX2","51022","glutaredoxin 2",0.161185737200784,8.24332228886479,0.450769224251386,0.669094828602064,0.955885240375849,-4.64792436539426
"205578_at","205578_at","NM_004560","ROR2","4920","receptor tyrosine kinase like orphan receptor 2",-0.238536249493063,4.74005076459932,-0.450679448339558,0.669155742497914,0.955885240375849,-4.64792999208317
"203436_at","203436_at","NM_006413","RPP30","10556","ribonuclease P/MRP subunit p30",0.170925140091171,8.018857659744,0.450510384010923,0.669270462024745,0.955885240375849,-4.64794058551678
"221274_s_at","221274_s_at","NM_030805","LMAN2L","81562","lectin, mannose binding 2 like",-0.237594411900456,6.89461079719938,-0.450470023047482,0.669297850647443,0.955885240375849,-4.64794311399156
"208066_s_at","208066_s_at","NM_001514","GTF2B","2959","general transcription factor IIB",0.171224987688159,7.66515410120334,0.450401569260368,0.669344304127625,0.955885240375849,-4.64794740193474
"216001_at","216001_at","AL023753","PRAMEF12","390999","PRAME family member 12",-0.2962287183813,5.52753060636665,-0.450384698558791,0.669355753018396,0.955885240375849,-4.64794845862804
"206373_at","206373_at","NM_003412","ZIC1","7545","Zic family member 1",0.244801578441088,6.50933139228217,0.450371188178378,0.669364921580396,0.955885240375849,-4.64794930482345
"203666_at","203666_at","NM_000609","CXCL12","6387","C-X-C motif chemokine ligand 12",0.160774910724314,8.45881443835646,0.450351164121936,0.669378510641132,0.955885240375849,-4.64795055894926
"215963_x_at","215963_x_at","Z98200","RPL3","6122","ribosomal protein L3",-0.175347796362272,9.38393963282292,-0.450322160937047,0.669398193515651,0.955885240375849,-4.64795237536059
"210158_at","210158_at","U64315","ERCC4","2072","ERCC excision repair 4, endonuclease catalytic subunit",0.241189020110339,6.12606937496784,0.450300967832274,0.669412576301077,0.955885240375849,-4.647953702578
"203878_s_at","203878_s_at","NM_005940","MMP11","4320","matrix metallopeptidase 11",-0.163349635090853,5.90172363713928,-0.450264865434978,0.669437077697108,0.955885240375849,-4.64795596336436
"204159_at","204159_at","NM_001262","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",0.162502947507144,7.26098998177417,0.450244672806646,0.66945078190385,0.955885240375849,-4.64795722778843
"203574_at","203574_at","NM_005384","NFIL3","4783","nuclear factor, interleukin 3 regulated",-0.160194643261231,7.15650973614186,-0.450183396164521,0.669492369619798,0.955885240375849,-4.64796106451391
"211715_s_at","211715_s_at","BC005844","BDH1","622","3-hydroxybutyrate dehydrogenase 1",-0.180659667793449,5.83986187725062,-0.450131801742761,0.669527387141894,0.955885240375849,-4.64796429465299
"212612_at","212612_at","D31888","RCOR1","23186","REST corepressor 1",-0.181542091575915,7.13091564224599,-0.44998959802996,0.669623906659867,0.955885240375849,-4.64797319584527
"200668_s_at","200668_s_at","BC003395","UBE2D3","7323","ubiquitin conjugating enzyme E2 D3",-0.167145723800029,9.00786414479568,-0.449910248045077,0.66967776781772,0.955885240375849,-4.647978161668
"202585_s_at","202585_s_at","NM_002504","NFX1","4799","nuclear transcription factor, X-box binding 1",0.164848461590612,5.39077334716541,0.44984208476395,0.66972403741493,0.955885240375849,-4.64798242680504
"208393_s_at","208393_s_at","NM_005732","RAD50","10111","RAD50 double strand break repair protein",0.159802277015642,6.63830144013273,0.449841716922191,0.669724287112248,0.955885240375849,-4.64798244982024
"212394_at","212394_at","D42044","EMC1","23065","ER membrane protein complex subunit 1",0.178264715233832,5.31138793056498,0.44982018279123,0.669738904932949,0.955885240375849,-4.64798379714386
"222129_at","222129_at","AK026155","FAM134A","79137",NA,0.179323050590082,6.80526008933502,0.449663510717673,0.669845262078263,0.955885240375849,-4.64799359794111
"200693_at","200693_at","NM_006826","YWHAQ","10971","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta",-0.160555577888479,7.98291856008307,-0.44922323109304,0.670144192397713,0.955885240375849,-4.64802112424063
"220037_s_at","220037_s_at","NM_016164","LYVE1","10894","lymphatic vessel endothelial hyaluronan receptor 1",-0.196290587118458,3.69842043049802,-0.4492127331334,0.67015132086759,0.955885240375849,-4.6480217802874
"202239_at","202239_at","NM_006437","PARP4","143","poly(ADP-ribose) polymerase family member 4",0.170463331469533,7.27786895298102,0.44917574656988,0.670176436300693,0.955885240375849,-4.64802409157467
"205635_at","205635_at","NM_003947","KALRN","8997","kalirin RhoGEF kinase",0.275867839630967,4.86565038155407,0.449142401106342,0.670199079680604,0.955885240375849,-4.64802617518809
"203810_at","203810_at","BG252490","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",0.19263690319749,8.74107590286163,0.449052524602065,0.670260112627379,0.955885240375849,-4.64803179051145
"204904_at","204904_at","NM_002060","GJA4","2701","gap junction protein alpha 4",-0.196139667647635,4.37686471039912,-0.448984383944669,0.670306387157399,0.955885240375849,-4.64803604716682
"204247_s_at","204247_s_at","NM_004935","CDK5","1020","cyclin dependent kinase 5",0.311957484927993,3.65897483157316,0.448944584985622,0.670333415498055,0.955885240375849,-4.64803853309455
"209648_x_at","209648_x_at","AL136896","SOCS5","9655","suppressor of cytokine signaling 5",0.181629129329282,6.41252756804179,0.448943157206237,0.670334385144369,0.955885240375849,-4.64803862227313
"40837_at","40837_at","M99436","TLE2","7089","TLE family member 2, transcriptional corepressor",-0.192239607794496,8.48435298216319,-0.448896117336469,0.670366331677137,0.955885240375849,-4.64804156022838
"201240_s_at","201240_s_at","NM_014752","SPCS2","9789","signal peptidase complex subunit 2",0.16192688640559,9.84432662941,0.448859964981134,0.670390884613758,0.955885240375849,-4.64804381800346
"205403_at","205403_at","NM_004633","IL1R2","7850","interleukin 1 receptor type 2",-0.330327267715373,3.22691266832909,-0.448624448219975,0.67055084733711,0.955885240375849,-4.64805852254909
"201692_at","201692_at","NM_005866","SIGMAR1","10280","sigma non-opioid intracellular receptor 1",0.169299597514001,6.63181359153315,0.448602656257702,0.670565649385926,0.955885240375849,-4.64805988279629
"213105_s_at","213105_s_at","AI799802","TSR3","115939","TSR3 ribosome maturation factor",-0.16225596320075,6.84788256704145,-0.448579241532393,0.670581553869485,0.955885240375849,-4.6480613442718
"209455_at","209455_at","BE963245","FBXW11","23291","F-box and WD repeat domain containing 11",-0.16390056913374,7.86694869453831,-0.448529136840566,0.670615588187128,0.955885240375849,-4.64806447143049
"215623_x_at","215623_x_at","AK002200","SMC4","10051","structural maintenance of chromosomes 4",0.173957773679405,5.45107859718206,0.448512779263922,0.670626699489902,0.955885240375849,-4.64806549228184
"213700_s_at","213700_s_at","AA554945","PKM","5315","pyruvate kinase M1/2",0.207398080606874,6.42159139265918,0.448270897740423,0.670791014533514,0.955885240375849,-4.6480805839584
"203371_s_at","203371_s_at","NM_002491","NDUFB3","4709","NADH:ubiquinone oxidoreductase subunit B3",0.171762728579239,10.4206594677425,0.448270487419104,0.670791293290368,0.955885240375849,-4.6480806095535
"208120_x_at","208120_x_at","NM_031221","FKSG49","400949","hepatocellular carcinoma-associated antigen HCA25b",0.200047653663479,9.22210110615367,0.448252122711791,0.670803769640739,0.955885240375849,-4.64808175508972
"207606_s_at","207606_s_at","NM_018287","ARHGAP12","94134","Rho GTPase activating protein 12",-0.217219970430461,6.758251799798,-0.448221871462495,0.670824321553623,0.955885240375849,-4.64808364198434
"219144_at","219144_at","NM_024025","DUSP26","78986","dual specificity phosphatase 26",-0.162936654383548,10.3856181052089,-0.447939290223061,0.671016315219908,0.955885240375849,-4.64810126238597
"205913_at","205913_at","NM_002666","PLIN1","5346","perilipin 1",-0.196385216138052,4.93495502192943,-0.4478783737899,0.67105770718717,0.955885240375849,-4.648105059574
"205324_s_at","205324_s_at","NM_012280","FTSJ1","24140","FtsJ RNA 2'-O-methyltransferase 1",-0.158739032817149,7.34326885616608,-0.447792771842428,0.671115874829593,0.955885240375849,-4.64811039475892
"212111_at","212111_at","AA628051","STX12","23673","syntaxin 12",-0.361390757509252,6.45501549227907,-0.447788843485721,0.671118544260227,0.955885240375849,-4.64811063957446
"212319_at","212319_at","AB007857","SGSM2","9905","small G protein signaling modulator 2",0.165187547962287,8.02626597254568,0.447744280973857,0.671148826134509,0.955885240375849,-4.6481134165833
"204236_at","204236_at","NM_002017","FLI1","2313","Fli-1 proto-oncogene, ETS transcription factor",0.218061121523768,4.45888366437884,0.447606200898352,0.671242661016357,0.955885240375849,-4.64812201981341
"209957_s_at","209957_s_at","M30262","NPPA","4878","natriuretic peptide A",-0.168904436774524,7.73558626139407,-0.447497803527593,0.67131632908886,0.955885240375849,-4.64812877201228
"211445_x_at","211445_x_at","AF315951","NACAP1","83955",NA,0.169464901599213,9.52812709239052,0.447364987397484,0.671406597968915,0.955885240375849,-4.64813704334399
"209534_x_at","209534_x_at","BF222823","AKAP13","11214","A-kinase anchoring protein 13",0.163970446530242,7.59596575977475,0.447242555928266,0.671489814289985,0.955885240375849,-4.64814466606196
"205897_at","205897_at","NM_004554","NFATC4","4776","nuclear factor of activated T cells 4",0.446710838052062,5.66370239708117,0.447221727264006,0.671503971989978,0.955885240375849,-4.64814596269676
"218545_at","218545_at","NM_018318","CCDC91","55297","coiled-coil domain containing 91",-0.164163257148105,7.33970179185282,-0.447187165275475,0.671527464862879,0.955885240375849,-4.6481481141483
"216593_s_at","216593_s_at","AB000359","PIGC","5279","phosphatidylinositol glycan anchor biosynthesis class C",0.186231940441918,5.99283440872518,0.447185520065149,0.671528583174493,0.955885240375849,-4.6481482165575
"212628_at","212628_at","BG292065","PKN2","5586","protein kinase N2",-0.2133231780451,6.25537337570331,-0.447089237337806,0.671594031812618,0.955885240375849,-4.64815420928507
"207388_s_at","207388_s_at","NM_004878","PTGES","9536","prostaglandin E synthase",0.208549958152286,6.15656474872992,0.447075514253289,0.671603360405143,0.955885240375849,-4.64815506333131
"206567_s_at","206567_s_at","NM_016436","PHF20","51230","PHD finger protein 20",-0.158720209683166,8.43598735402915,-0.447043269049125,0.671625280104602,0.955885240375849,-4.64815706999846
"201916_s_at","201916_s_at","NM_007214","SEC63","11231","SEC63 homolog, protein translocation regulator",0.158709361835641,7.32840053699949,0.446803855874689,0.671788040043331,0.955885240375849,-4.64817196509671
"207742_s_at","207742_s_at","NM_001489","NR6A1","2649","nuclear receptor subfamily 6 group A member 1",-0.208890554306314,6.03868071670312,-0.4467723735936,0.671809444074862,0.955885240375849,-4.64817392325104
"216038_x_at","216038_x_at","BE965715","DAXX","1616","death domain associated protein",0.157490981522422,4.71079161687106,0.446705661832657,0.671854800898852,0.955885240375849,-4.64817807223328
"221591_s_at","221591_s_at","BC005004","FAM64A","54478",NA,-0.266579800526088,4.40666561523204,-0.446552229507796,0.671959124219009,0.955885240375849,-4.64818761255141
"217634_at","217634_at","AW872377","SVIL","6840","supervillin",0.204117009195603,6.42948107831898,0.446453944867333,0.672025955220592,0.955885240375849,-4.64819372232427
"215299_x_at","215299_x_at","U37025","SULT1A1","6817","sulfotransferase family 1A member 1",-0.185840815057876,7.19661847556955,-0.446415799705841,0.672051893838341,0.955885240375849,-4.64819609326714
"209279_s_at","209279_s_at","BC000245","NSDHL","50814","NAD(P) dependent steroid dehydrogenase-like",-0.349998228051089,5.14823560998808,-0.446390253905071,0.672069265202293,0.955885240375849,-4.64819768098807
"206072_at","206072_at","NM_003353","UCN","7349","urocortin",-0.29220830731956,3.41210175012056,-0.446366139930805,0.672085663118793,0.955885240375849,-4.64819917964563
"212584_at","212584_at","BG260519","AQR","9716","aquarius intron-binding spliceosomal factor",0.182308092160897,6.64740265809047,0.446335475789345,0.672106515551601,0.955885240375849,-4.64820108528719
"214312_at","214312_at","AI693985","FOXA2","3170","forkhead box A2",-0.347239953431744,5.98883355472936,-0.446314075077536,0.672121068798021,0.955885240375849,-4.64820241517978
"219590_x_at","219590_x_at","NM_015958","DPH5","51611","diphthamide biosynthesis 5",0.17155760633376,8.69274477607572,0.446243431557885,0.672169110031142,0.955885240375849,-4.6482068047467
